tier,resolver_polarity,resolver_kind,resolver_both,transformer_polarity,transformer_kind,transformer_both,n
A_familiar,0.9975000023841858,1.0,0.9975000023841858,0.7975000143051147,0.8274999856948853,0.6625000238418579,400
E_construction,0.5950000286102295,0.44749999046325684,0.2800000011920929,0.6449999809265137,0.26499998569488525,0.16249999403953552,400
